LOGISTICAL_AREA,YEAR,MONTH,AREA,METHOD,ITEM,ADIPOSE_MODIFIER,DISPOSITION,RETAINABLE,ITEM_GROUP,ESTIMATE,VARIANCE
Tofino,2012,8,Area 24,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,181.62,32621.51
Tahsis/Nootka,2012,8,Area 25,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,572.76,60020.89
Tahsis/Nootka,2012,8,Area 25,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,1441.84,639238.34
Tahsis/Nootka,2012,8,Area 25,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2274.87,719821.21
Tahsis/Nootka,2012,8,Area 25,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,733.77,130721.70
Tahsis/Nootka,2012,8,Area 25,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,1885.39,674768.15
Tahsis/Nootka,2012,8,Area 25,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,2190.12,2122895.01
Tahsis/Nootka,2012,8,Area 25,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,2233.94,3161963.09
Kyuquot,2012,8,Area 26,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1670.42,2002745.25
Kyuquot,2012,8,Area 26,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,281.01,77844.06
Winter Harbour,2012,8,Area 27,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,152.44,22934.42
Winter Harbour,2012,8,Area 27,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,228.67,28345.00
Winter Harbour,2012,8,Area 27,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,609.78,366950.72
Vancouver,2012,8,Area 29,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1042.06,1082756.92
Vancouver,2012,8,Area 29,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1389.41,1924901.19
Vancouver,2012,8,Area 29,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,7641.75,58228260.90
Vancouver,2012,8,Area 29,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,347.35,120306.32
Prince Rupert,2012,8,Area 3,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,133.48,17549.49
Prince Rupert,2012,8,Area 3,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,681.41,175862.25
Prince Rupert,2012,8,Area 3,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,347.35,120306.32
Prince Rupert,2012,8,Area 3,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,400.43,157945.41
Prince Rupert,2012,8,Area 4,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,281.01,38423.03
Prince Rupert,2012,8,Area 4,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,70.25,4865.25
Central Coast,2012,8,Area 5,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,66.74,4387.37
Central Coast,2012,8,Area 6,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,363.23,130486.03
Central Coast,2012,8,Area 6,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,726.47,521944.13
Central Coast,2012,8,Area 7,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,347.35,120306.32
Central Coast,2012,8,Area 7,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,348.65,79132.00
Central Coast,2012,8,Area 7,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,181.62,32621.51
Central Coast,2012,8,Area 8,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,76.22,5733.60
Central Coast,2012,8,Area 8,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,535.39,121808.72
Central Coast,2012,8,Area 8,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,381.11,143340.12
Central Coast,2012,8,Area 9,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,528.97,152927.83
Haida Gwaii,2012,9,Area 1,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,544.98,295914.36
Haida Gwaii,2012,9,Area 1,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,272.49,73978.59
Haida Gwaii,2012,9,Area 1,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,1292.63,1667001.52
Port Hardy,2012,9,Area 11,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,111.72,12370.67
Port Hardy,2012,9,Area 12,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,272.49,73978.59
Port Hardy,2012,9,Area 12,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,379.76,143461.70
Port Hardy,2012,9,Area 12,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,272.49,73978.59
Barkley,2012,9,Area 123,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,680.77,157439.80
Barkley,2012,9,Area 123,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1498.24,1267118.65
Barkley,2012,9,Area 123,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,335.17,61125.66
Barkley,2012,9,Area 123,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,3760.34,10748049.49
Tofino,2012,9,Area 124,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,544.98,295914.36
Tofino,2012,9,Area 124,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,313.85,98188.44
Tahsis/Nootka,2012,9,Area 125,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,267.00,70755.00
Kyuquot,2012,9,Area 126,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,267.00,70755.00
Kyuquot,2012,9,Area 126,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,534.00,283020.00
Kyuquot,2012,9,Area 126,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,534.00,283020.00
Winter Harbour,2012,9,Area 127,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,267.00,70755.00
Winter Harbour,2012,9,Area 127,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,133.50,17688.75
Campbell River,2012,9,Area 14,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,405.99,91667.34
Campbell River,2012,9,Area 14,Angling from shore,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,627.70,193401.47
Sunshine Coast,2012,9,Area 15,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,544.98,295914.36
Nanaimo,2012,9,Area 17,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,1907.43,3624950.92
Victoria,2012,9,Area 19,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1830.65,1731529.86
Victoria,2012,9,Area 19,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2767.03,5226766.10
Haida Gwaii,2012,9,Area 2,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,544.98,295914.36
Haida Gwaii,2012,9,Area 2,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1089.96,1183657.44
Haida Gwaii,2012,9,Area 2,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,223.45,49482.68
Victoria,2012,9,Area 20,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,880.15,208680.79
Victoria,2012,9,Area 20,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,335.17,111336.03
Victoria,2012,9,Area 20,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1634.94,882918.39
Victoria,2012,9,Area 20,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,2013.37,2513894.02
Victoria,2012,9,Area 20,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,8421.85,32286275.60
Victoria,2012,9,Area 20,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,1644.46,902563.06
Victoria,2012,9,Area 20,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,544.98,295914.36
Port Renfrew,2012,9,Area 21,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,369.67,65002.40
Barkley,2012,9,Area 23,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,272.49,73978.59
Barkley,2012,9,Area 23,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,544.98,295914.36
Barkley,2012,9,Area 23,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1362.45,514231.61
Barkley,2012,9,Area 23,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,703.37,259200.98
Vancouver,2012,9,Area 28,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1340.49,1206058.59
Vancouver,2012,9,Area 28,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,544.98,147555.12
Vancouver,2012,9,Area 28,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,3114.42,2337475.29
Vancouver,2012,9,Area 28,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,111.72,12370.67
Vancouver,2012,9,Area 29,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,189.88,35865.43
Vancouver,2012,9,Area 29,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,272.49,73978.59
Vancouver,2012,9,Area 29,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,544.98,147555.12
Vancouver,2012,9,Area 29,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,3542.38,4639342.13
Prince Rupert,2012,9,Area 3,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,2179.92,4734629.77
Prince Rupert,2012,9,Area 3,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,3269.89,10652916.99
Prince Rupert,2012,9,Area 3,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,1362.45,1849464.75
Central Coast,2012,10,Area 109,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,242.95,58780.31
Central Coast,2012,10,Area 109,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,242.95,58780.31
Central Coast,2012,10,Area 109,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,1457.68,2116091.31
Port Renfrew,2012,10,Area 121,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,242.95,58780.31
Winter Harbour,2012,10,Area 127,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,206.26,42338.97
Winter Harbour,2012,10,Area 127,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,412.53,169355.87
Campbell River,2012,10,Area 13,Angling from shore,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,485.89,235121.26
Campbell River,2012,10,Area 14,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,728.84,529022.83
Campbell River,2012,10,Area 14,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,206.26,42338.97
Campbell River,2012,10,Area 14,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,439.00,192282.00
Sunshine Coast,2012,10,Area 16,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,412.53,169355.87
Nanaimo,2012,10,Area 17,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,2126.40,4508818.56
Nanaimo,2012,10,Area 17,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,112.32,12503.06
Victoria,2012,10,Area 19,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,692.16,277460.22
Victoria,2012,10,Area 19,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,955.75,493578.21
Victoria,2012,10,Area 20,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1214.74,291405.59
Victoria,2012,10,Area 20,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,1943.58,1523545.81
Victoria,2012,10,Area 20,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,7774.31,25672645.44
Victoria,2012,10,Area 20,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,242.95,58780.31
Victoria,2012,10,Area 20,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,485.89,235121.26
Port Renfrew,2012,10,Area 21,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,112.32,12503.06
Tahsis/Nootka,2012,10,Area 25,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,4252.80,18035274.24
Tahsis/Nootka,2012,10,Area 25,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,485.89,235121.26
Tahsis/Nootka,2012,10,Area 25,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,708.80,500979.84
Winter Harbour,2012,10,Area 27,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,206.26,42338.97
Winter Harbour,2012,10,Area 27,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,412.53,169355.87
Winter Harbour,2012,10,Area 27,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,618.79,381050.71
Vancouver,2012,10,Area 28,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1590.77,1859220.35
Vancouver,2012,10,Area 29,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,336.95,112527.50
Vancouver,2012,10,Area 29,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,355.27,71283.37
Vancouver,2012,10,Area 29,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,485.89,235121.26
Vancouver,2012,10,Area 29,Angling from shore,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,242.95,58780.31
Vancouver,2012,10,Area 29,Angling from shore,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,242.95,58780.31
Victoria,2012,11,Area 19,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,412.16,169052.61
Victoria,2012,11,Area 19,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1771.84,1133869.50
Victoria,2012,11,Area 19,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,5999.95,10078921.95
Victoria,2012,11,Area 19,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,1366.92,1861625.04
Victoria,2012,11,Area 20,Angling from boat,Chinook,Not Adipose Marked,Released,Legal Size (All or Lower),SALMON,273.38,74465.00
Victoria,2012,11,Area 20,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,820.15,670185.02
Campbell River,2012,12,Area 13,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,85.40,7207.76
Campbell River,2012,12,Area 13,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,85.40,7207.76
Campbell River,2012,12,Area 13,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,85.40,7207.76
Campbell River,2012,12,Area 13,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,509.32,258389.07
Campbell River,2012,12,Area 14,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,225.36,50560.21
Nanaimo,2012,12,Area 17,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,247.00,
Nanaimo,2012,12,Area 17,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,509.32,258389.07
Nanaimo,2012,12,Area 18,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,254.66,64597.27
Nanaimo,2012,12,Area 18,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,254.66,64597.27
Nanaimo,2012,12,Area 18,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,254.66,64597.27
Victoria,2012,12,Area 19,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,763.98,192982.65
Victoria,2012,12,Area 19,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,1018.64,1033556.28
Victoria,2012,12,Area 19,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,2291.94,4196664.64
Victoria,2012,12,Area 20,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,1527.96,1678180.37
Victoria,2012,12,Area 20,Angling from boat,Chinook,Adipose Marked,Released,Legal Size (All or Lower),SALMON,1273.30,1614931.69
Victoria,2012,12,Area 20,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,1273.30,1614931.69
Barkley,2012,12,Area 23,Angling from boat,Chinook,Not Adipose Marked,Kept,Legal Size (All or Lower),SALMON,254.66,64597.27
Barkley,2012,12,Area 23,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,254.66,64597.27
Tahsis/Nootka,2012,12,Area 25,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,763.98,581375.41
Tahsis/Nootka,2012,12,Area 25,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,254.66,64597.27
Vancouver,2012,12,Area 28,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,155.00,23870.00
Vancouver,2012,12,Area 28,Angling from boat,Chinook,Not Checked,Kept,Legal Size (All or Lower),SALMON,85.40,7207.76
Vancouver,2012,12,Area 29,Angling from boat,Chinook,Adipose Marked,Kept,Legal Size (All or Lower),SALMON,254.66,64597.27
Vancouver,2012,12,Area 29,Angling from boat,Chinook,Not Applicable,Released,Sublegal Size,SALMON,254.66,64597.27
Vancouver,2012,12,Area 29,Angling from boat,Chinook,Not Checked,Released,Legal Size (All or Lower),SALMON,254.66,64597.27
Kyuquot,2012,7,Area 126,Angling from boat,Chum,Not Applicable,Released,Unspecified,SALMON,158.27,24891.98
Port Renfrew,2012,7,Area 21,Angling from boat,Chum,Not Applicable,Kept,Legal Size,SALMON,391.02,152118.18
Port Renfrew,2012,7,Area 21,Angling from boat,Chum,Not Applicable,Released,Unspecified,SALMON,391.02,152118.18
Haida Gwaii,2012,8,Area 1,Angling from boat,Chum,Not Applicable,Kept,Legal Size,SALMON,347.35,120306.32
Port Hardy,2012,8,Area 12,Angling from boat,Chum,Not Applicable,Released,Unspecified,SALMON,66.74,4387.37
Winter Harbour,2012,8,Area 127,Angling from boat,Chum,Not Applicable,Released,Unspecified,SALMON,76.22,5733.60
Haida Gwaii,2012,8,Area 2,Angling from boat,Chum,Not Applicable,Released,Unspecified,SALMON,153.36,23365.93
Campbell River,2012,9,Area 13,Angling from boat,Chum,Not Applicable,Kept,Legal Size,SALMON,558.62,309266.75
Campbell River,2012,9,Area 13,Angling from boat,Chum,Not Applicable,Released,Unspecified,SALMON,430.88,185222.39
Haida Gwaii,2012,9,Area 2,Angling from boat,Chum,Not Applicable,Kept,Legal Size,SALMON,272.49,73978.59
Winter Harbour,2012,9,Area 27,Angling from boat,Chum,Not Applicable,Kept,Legal Size,SALMON,544.98,295914.36
