Stock,Region,Catch.Year,CWTs,Ages,SEAK.Troll,SEAK.Net,SEAK.Sport,NBC.Troll,NBC.Sport,WCVI.Troll,WCVI.Sport,ISBM.NCBC.Troll,ISBM.NCBC.Net,ISBM.NCBC.Sport,ISBM.SBC.Troll,ISBM.SBC.Net,ISBM.SBC.Sport,ISBM.NF.Troll,ISBM.NF.Sport,ISBM.SF.Troll,ISBM.SF.Sport,ISBM.WAC.Net,ISBM.PS.Net,ISBM.PS.Sport,Term.SEAK.Troll,Term.SEAK.Net,Term.SEAK.Sport,Term.CAN.Net,Term.CAN.Sport,Term.SUS.Troll,Term.SUS.Net,Term.SUS.Sport,Stray,Escapement
NWVI,WCVI,1995,1493,"2,3,4,5",15.20,0.00,4.30,3.10,1.90,1.60,0.80,0.30,0.40,0.00,0.00,0.10,3.80,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.30,68.10
NWVI,WCVI,1996,838,"2,3,4,5",8.70,0.10,4.10,2.50,0.50,0.70,0.00,0.50,0.00,1.80,0.00,0.00,3.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.00
NWVI,WCVI,1997,2217,"2,3,4,5",14.90,3.60,4.60,4.90,1.50,0.10,0.00,1.80,0.50,1.10,0.00,0.10,2.90,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.60
NWVI,WCVI,1998,3177,"2,3,4,5",17.30,1.70,5.30,5.60,3.00,0.00,1.50,0.00,0.00,0.40,0.00,0.00,4.20,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,60.80
NWVI,WCVI,1999,1235,"2,3,4,5",12.70,1.10,7.40,5.40,6.80,0.00,0.90,0.20,0.00,0.30,0.00,0.00,3.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.60
NWVI,WCVI,2000,219,"2,3,4,5",7.30,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.40
NWVI,WCVI,2001,936,"2,3,4,5",4.30,0.00,1.90,0.00,0.00,0.00,1.60,0.00,0.00,0.50,0.00,0.00,3.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,87.70
NWVI,WCVI,2002,2084,"2,3,4,5",13.00,0.60,1.40,3.80,2.20,0.30,1.00,0.10,0.00,2.00,0.00,0.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.00
NWVI,WCVI,2003,2980,"2,3,4,5",14.60,2.10,2.90,0.80,1.60,0.00,0.00,0.00,0.00,2.90,0.00,0.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.60
NWVI,WCVI,2004,4956,"2,3,4,5",13.50,8.30,2.40,2.70,1.60,0.10,0.60,0.00,0.00,2.90,0.00,0.00,3.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.30,64.30
NWVI,WCVI,2005,3142,"2,3,4,5",15.50,2.00,4.60,3.20,4.60,0.00,1.10,0.00,0.00,5.40,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,60.20
NWVI,WCVI,2006,2827,"2,3,4,5",11.50,2.50,3.90,2.60,3.00,0.00,1.80,0.00,0.00,1.90,0.00,0.00,4.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.50
NWVI,WCVI,2007,2295,"2,3,4,5",16.40,3.40,5.90,4.90,5.40,0.10,1.30,0.00,0.00,1.30,0.00,0.00,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.60
NWVI,WCVI,2008,1608,"2,3,4,5",10.10,0.40,2.60,2.60,2.50,0.00,0.80,0.00,0.00,2.90,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.60
NWVI,WCVI,2009,1418,"2,3,4,5",13.30,7.20,2.90,2.20,6.30,0.00,1.10,0.00,0.00,5.20,0.00,0.00,5.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.90
NWVI,WCVI,2010,1342,"2,3,4,5",7.80,0.30,4.00,3.20,4.80,0.70,2.00,0.00,0.00,2.50,0.00,0.00,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,69.70
NWVI,WCVI,2011,2361,"2,3,4,5",14.00,2.00,1.50,3.50,3.60,0.20,3.90,0.00,0.00,3.50,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00
NWVI,WCVI,2012,1994,"2,3,4,5",13.40,3.60,1.20,2.90,2.60,0.20,2.00,0.00,0.00,3.20,0.00,0.00,5.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,65.70
NWVI,WCVI,2013,1425,"2,3,4,5",10.80,3.90,1.50,1.00,4.40,0.00,1.10,0.00,0.00,1.60,0.00,0.00,9.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.70
NWVI,WCVI,2014,2344,"2,3,4,5",14.70,2.10,3.30,2.00,2.90,0.80,4.70,0.00,0.00,1.40,0.00,0.00,5.30,0.00,0.10,0.00,0.00,0.00,0.00,0.80,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.90
NWVI,WCVI,2015,3503,"2,3,4,5",4.10,3.30,3.10,0.40,3.70,0.30,2.80,0.00,0.10,2.20,0.00,0.00,8.80,0.30,0.50,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,69.90
NWVI,WCVI,2016,5290,"2,3,4,5",14.20,5.20,4.80,2.00,3.70,0.80,0.80,0.00,0.10,3.50,0.00,0.00,7.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,57.70
NWVI,WCVI,2017,7394,"2,3,4,5",8.20,0.70,4.30,1.70,7.30,0.60,4.20,0.00,0.00,1.60,0.00,1.10,7.50,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,1.30,61.60
NWVI,WCVI,2018,8999,"2,3,4,5",5.70,0.60,1.20,4.30,6.50,1.30,4.40,0.00,0.00,2.80,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.40,65.60
NWVI,WCVI,2019,13303,"2,3,4,5",4.80,5.80,1.90,2.60,5.00,0.80,2.40,0.00,0.00,3.30,0.00,0.00,6.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,67.00
SWVI,WCVI,1979,5453,"2,3,4,5",21.20,0.60,0.70,12.00,0.00,8.30,0.00,11.30,7.40,0.10,0.50,2.10,1.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,34.40
SWVI,WCVI,1980,5055,"2,3,4,5",28.30,5.70,1.10,8.50,0.00,7.40,0.20,8.70,4.60,0.00,0.00,1.20,0.40,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.60
SWVI,WCVI,1981,3096,"2,3,4,5",31.60,1.60,1.00,13.90,0.00,5.80,0.10,8.30,4.70,0.30,0.40,1.20,1.50,0.00,0.00,0.00,0.00,0.00,0.80,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,28.40
SWVI,WCVI,1982,4692,"2,3,4,5",29.20,3.50,1.60,14.70,0.00,6.10,0.10,7.10,4.50,0.00,0.10,1.30,0.90,0.00,0.00,0.00,0.00,0.00,0.50,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,30.10
SWVI,WCVI,1983,4084,"2,3,4,5",41.50,2.70,0.40,11.10,0.00,5.70,0.00,7.90,2.30,0.00,0.00,0.60,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,27.30
SWVI,WCVI,1984,3306,"2,3,4,5",30.00,4.10,0.10,13.80,0.00,6.70,0.00,3.90,2.70,0.00,0.00,0.80,1.10,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.70
SWVI,WCVI,1985,1694,"2,3,4,5",19.70,13.80,0.00,16.00,0.00,1.40,0.00,0.90,3.70,0.00,0.00,1.90,0.60,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.00,0.20,0.00,1.10,0.00,0.20,40.00
SWVI,WCVI,1986,912,"2,3,4,5",16.00,8.20,0.50,8.10,0.80,6.20,0.00,0.90,3.30,0.00,0.00,0.70,1.20,0.00,0.00,0.00,0.00,0.00,0.20,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.30
SWVI,WCVI,1987,1620,"2,3,4,5",10.60,3.20,1.00,7.40,0.00,2.70,0.20,3.50,2.30,0.00,0.00,0.90,0.90,0.00,0.00,0.00,0.00,0.00,0.20,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,67.00
SWVI,WCVI,1988,3160,"2,3,4,5",11.30,4.40,1.30,7.70,1.10,4.90,1.10,1.40,1.80,0.00,0.00,0.20,4.80,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,59.40
SWVI,WCVI,1989,6583,"2,3,4,5",10.10,7.60,0.40,9.60,0.50,2.50,1.10,1.70,1.10,0.10,0.00,0.90,1.50,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.80
SWVI,WCVI,1990,11146,"2,3,4,5",19.00,2.30,2.00,9.10,0.80,6.20,0.80,2.30,1.50,0.10,0.00,0.70,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,53.90
SWVI,WCVI,1991,13821,"2,3,4,5",19.40,2.40,3.20,9.70,0.50,4.90,0.60,2.60,0.70,0.30,0.00,1.30,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00
SWVI,WCVI,1992,11348,"2,3,4,5",15.30,15.70,1.60,6.80,0.90,17.10,0.80,2.80,0.70,0.30,0.00,0.50,1.20,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,36.00
SWVI,WCVI,1993,6709,"2,3,4,5",16.00,2.10,2.40,7.70,0.80,14.70,0.80,2.10,0.40,0.20,0.00,0.70,2.40,0.00,0.10,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.40
SWVI,WCVI,1994,3789,"2,3,4,5",17.80,6.30,3.90,9.20,0.40,4.90,1.70,1.20,0.90,0.20,0.00,0.10,3.10,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.20
SWVI,WCVI,1995,1493,"2,3,4,5",15.20,0.00,4.30,3.10,1.90,1.60,0.80,0.30,0.40,0.00,0.00,0.10,3.80,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.30,68.10
SWVI,WCVI,1996,838,"2,3,4,5",8.70,0.10,4.10,2.50,0.50,0.70,0.00,0.50,0.00,1.80,0.00,0.00,3.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.00
SWVI,WCVI,1997,2217,"2,3,4,5",14.90,3.60,4.60,4.90,1.50,0.10,0.00,1.80,0.50,1.10,0.00,0.10,2.90,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.60
SWVI,WCVI,1998,3177,"2,3,4,5",17.30,1.70,5.30,5.60,3.00,0.00,1.50,0.00,0.00,0.40,0.00,0.00,4.20,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,60.80
SWVI,WCVI,1999,1235,"2,3,4,5",12.70,1.10,7.40,5.40,6.80,0.00,0.90,0.20,0.00,0.30,0.00,0.00,3.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.60
SWVI,WCVI,2000,219,"2,3,4,5",7.30,0.00,0.00,0.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.40
SWVI,WCVI,2001,936,"2,3,4,5",4.30,0.00,1.90,0.00,0.00,0.00,1.60,0.00,0.00,0.50,0.00,0.00,3.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,87.70
SWVI,WCVI,2002,2084,"2,3,4,5",13.00,0.60,1.40,3.80,2.20,0.30,1.00,0.10,0.00,2.00,0.00,0.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,73.00
SWVI,WCVI,2003,2980,"2,3,4,5",14.60,2.10,2.90,0.80,1.60,0.00,0.00,0.00,0.00,2.90,0.00,0.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.60
SWVI,WCVI,2004,4956,"2,3,4,5",13.50,8.30,2.40,2.70,1.60,0.10,0.60,0.00,0.00,2.90,0.00,0.00,3.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.30,64.30
SWVI,WCVI,2005,3142,"2,3,4,5",15.50,2.00,4.60,3.20,4.60,0.00,1.10,0.00,0.00,5.40,0.00,0.00,3.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,60.20
SWVI,WCVI,2006,2827,"2,3,4,5",11.50,2.50,3.90,2.60,3.00,0.00,1.80,0.00,0.00,1.90,0.00,0.00,4.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.50
SWVI,WCVI,2007,2295,"2,3,4,5",16.40,3.40,5.90,4.90,5.40,0.10,1.30,0.00,0.00,1.30,0.00,0.00,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.60
SWVI,WCVI,2008,1608,"2,3,4,5",10.10,0.40,2.60,2.60,2.50,0.00,0.80,0.00,0.00,2.90,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.60
SWVI,WCVI,2009,1418,"2,3,4,5",13.30,7.20,2.90,2.20,6.30,0.00,1.10,0.00,0.00,5.20,0.00,0.00,5.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.90
SWVI,WCVI,2010,1342,"2,3,4,5",7.80,0.30,4.00,3.20,4.80,0.70,2.00,0.00,0.00,2.50,0.00,0.00,4.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,69.70
SWVI,WCVI,2011,2361,"2,3,4,5",14.00,2.00,1.50,3.50,3.60,0.20,3.90,0.00,0.00,3.50,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.00
SWVI,WCVI,2012,1994,"2,3,4,5",13.40,3.60,1.20,2.90,2.60,0.20,2.00,0.00,0.00,3.20,0.00,0.00,5.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,65.70
SWVI,WCVI,2013,1425,"2,3,4,5",10.80,3.90,1.50,1.00,4.40,0.00,1.10,0.00,0.00,1.60,0.00,0.00,9.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66.70
SWVI,WCVI,2014,2344,"2,3,4,5",14.70,2.10,3.30,2.00,2.90,0.80,4.70,0.00,0.00,1.40,0.00,0.00,5.30,0.00,0.10,0.00,0.00,0.00,0.00,0.80,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.90
SWVI,WCVI,2015,3503,"2,3,4,5",4.10,3.30,3.10,0.40,3.70,0.30,2.80,0.00,0.10,2.20,0.00,0.00,8.80,0.30,0.50,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,69.90
SWVI,WCVI,2016,5290,"2,3,4,5",14.20,5.20,4.80,2.00,3.70,0.80,0.80,0.00,0.10,3.50,0.00,0.00,7.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,57.70
SWVI,WCVI,2017,7394,"2,3,4,5",8.20,0.70,4.30,1.70,7.30,0.60,4.20,0.00,0.00,1.60,0.00,1.10,7.50,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,1.30,61.60
SWVI,WCVI,2018,8999,"2,3,4,5",5.70,0.60,1.20,4.30,6.50,1.30,4.40,0.00,0.00,2.80,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.40,65.60
SWVI,WCVI,2019,13303,"2,3,4,5",4.80,5.80,1.90,2.60,5.00,0.80,2.40,0.00,0.00,3.30,0.00,0.00,6.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,67.00
Quinsum,ECVI,1979,1703,"2,3,4,5",6.64,4.11,0.76,5.75,0.00,0.00,0.00,11.04,18.73,2.64,2.70,4.29,5.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.23
Quinsum,ECVI,1980,1702,"2,3,4,5",14.39,4.52,3.23,10.69,0.00,0.00,0.00,16.75,12.75,5.05,1.29,8.28,7.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.75
Quinsum,ECVI,1981,1740,"2,3,4,5",11.95,4.14,1.84,13.05,0.00,0.52,0.00,12.18,10.34,4.20,2.07,6.32,11.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.01
Quinsum,ECVI,1982,1240,"2,3,4,5",19.19,5.81,5.40,8.71,0.00,0.32,0.00,6.61,19.35,1.69,0.00,7.02,4.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.29
Quinsum,ECVI,1983,1367,"2,3,4,5",25.24,1.24,0.29,14.70,0.00,0.66,0.00,11.34,15.95,1.54,0.22,7.61,5.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.73
Quinsum,ECVI,1984,1278,"2,3,4,5",16.59,4.30,5.56,6.10,0.00,0.78,0.00,5.01,14.55,1.96,0.86,6.34,10.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.78
Quinsum,ECVI,1985,1774,"2,3,4,5",28.64,8.12,4.45,5.02,0.00,0.11,0.00,3.55,10.60,0.56,0.00,7.44,4.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,26.94
Quinsum,ECVI,1986,2048,"2,3,4,5",15.67,10.06,3.86,6.30,0.00,0.00,0.00,7.03,17.53,1.66,0.20,5.81,6.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.05
Quinsum,ECVI,1987,1497,"2,3,4,5",14.50,7.62,1.94,7.68,0.00,0.47,0.33,7.35,15.83,3.27,0.20,6.15,7.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,27.59
Quinsum,ECVI,1988,1703,"2,3,4,5",19.32,4.99,1.35,6.87,0.00,0.82,0.00,2.58,5.34,1.29,0.18,3.82,6.40,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,46.80
Quinsum,ECVI,1989,1951,"2,3,4,5",13.89,8.41,2.77,4.00,0.36,0.26,0.00,1.95,4.66,2.36,0.00,11.74,8.05,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41.47
Quinsum,ECVI,1990,1265,"2,3,4,5",17.71,5.22,0.47,6.96,0.32,1.42,0.00,5.14,9.72,3.64,1.58,3.87,6.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,36.68
Quinsum,ECVI,1991,849,"2,3,4,5",10.84,5.30,1.53,6.36,0.00,0.59,0.00,10.25,9.89,6.60,0.71,3.30,9.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.86
Quinsum,ECVI,1992,681,"2,3,4,5",14.98,2.64,2.64,11.16,0.00,0.29,0.00,10.13,7.49,3.96,0.44,2.50,5.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.33
Quinsum,ECVI,1993,401,"2,3,4,5",8.73,6.23,1.25,6.23,0.00,1.25,0.00,6.48,17.71,6.23,0.75,2.99,13.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.68
Quinsum,ECVI,1994,567,"2,3,4,5",2.82,48.32,2.47,6.17,0.00,0.00,0.00,0.71,7.76,1.41,0.00,2.12,4.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.81
Quinsum,ECVI,1995,288,"2,3,4,5",7.99,7.99,0.00,11.81,2.43,0.00,0.00,0.00,17.36,2.08,0.00,2.08,9.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.24
Quinsum,ECVI,1996,295,"2,3,4,5",6.78,1.02,0.00,1.36,0.34,0.00,0.00,0.00,18.98,2.37,0.00,0.34,9.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58.64
Quinsum,ECVI,1997,467,"2,3,4,5",10.71,4.50,3.21,3.64,1.07,0.43,1.93,2.57,2.57,2.57,0.00,1.71,16.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.39
Quinsum,ECVI,1998,596,"2,3,4,5",15.44,3.52,2.52,0.00,1.17,0.00,0.00,0.00,0.34,4.36,0.00,0.00,9.56,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,62.42
Quinsum,ECVI,1999,1025,"2,3,4,5",9.17,3.41,4.98,2.15,2.63,0.00,0.00,0.29,1.17,7.02,0.00,0.00,12.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56.78
Quinsum,ECVI,2000,877,"2,3,4,5",13.68,2.85,5.25,0.34,0.00,0.00,0.00,0.00,0.00,3.19,0.00,1.60,4.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.19
Quinsum,ECVI,2001,1338,"2,3,4,5",10.39,2.32,2.84,0.07,0.00,0.00,0.00,0.00,0.00,3.96,0.00,0.60,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77.65
Quinsum,ECVI,2002,1004,"2,3,4,5",14.84,2.69,1.49,0.50,0.00,0.00,0.00,0.10,0.00,7.27,0.00,0.00,6.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,66.83
Quinsum,ECVI,2003,548,"2,3,4,5",20.62,2.19,0.73,0.00,1.46,0.00,0.00,0.00,0.00,15.69,0.00,0.00,4.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.93
Quinsum,ECVI,2004,811,"2,3,4,5",7.77,19.61,1.36,0.25,0.00,0.00,0.00,0.00,2.34,11.47,0.00,0.00,3.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,53.14
Quinsum,ECVI,2005,873,"2,3,4,5",19.36,2.29,4.24,0.46,1.03,0.00,0.00,0.00,1.37,8.36,0.00,0.00,9.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.84
Quinsum,ECVI,2006,873,"2,3,4,5",16.84,4.81,3.21,0.69,4.24,0.00,0.00,0.00,0.00,2.63,0.00,0.00,6.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,61.17
