recY,proj,stock,run,prod_area,stat_area,area,catch,Escape
1987,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,130.15,947.92
1987,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,190.19,2830.15
1988,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,18.47,78.87
1990,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,9.84,199.86
1990,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,19.92,178.46
1990,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,10.6,164.1
1990,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,193.25,8033.29
1990,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,20.42,145.5
1991,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,145.47,4815.09
1991,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,95.51,4901.43
1992,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,148.73,4075.21
1988,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,166.56,5635.5
1988,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,1140.75,16923.69
1988,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,611.96,12573.31
1988,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,471.28,11944.52
1988,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,303,13312.85
1989,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,32.14,2447.24
1989,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,29.28,1252.93
1989,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,167.59,5630.66
1989,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,23.32,2393.43
1990,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,5.65,1.71
1989,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,188.88,7087
1989,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,67.08,274.72
1990,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,457.48,493.72
1990,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,102.44,707.68
1989,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,71.46,177.57
1990,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,171.51,740.59
1990,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,229.37,8571.52
1990,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,42.96,4061.02
1990,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,60.59,5068.29
1990,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,133.88,836.2
1991,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,535.87,4944.87
1991,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,285.29,2987.42
1991,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,580.21,3855.37
1991,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,347.98,4253.67
1991,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,598.49,12807.82
1991,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,470.34,6517.98
1992,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,402.27,12898.19
1992,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,43.7,3347.56
1987,Chehalis R,Chehalis R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,134.99,5006.99
1988,Chehalis R,Chehalis R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,177.98,5546.18
1988,Chehalis R,Chehalis R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,358.49,6057.02
1988,Chehalis R,Squakum Cr,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,69.75,549.32
1988,Chehalis R,Weaver Sp Ch,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,383.53,2279.49
1988,Chehalis R,Chehalis R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,82.98,592.39
1990,Chehalis R,Chehalis R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,579.36,5685.99
1990,Chehalis R,Chehalis R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,398.25,5579.9
1990,Chehalis R,Chehalis R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,5.12,65.97
1990,Chehalis R,Chehalis R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,230.97,4156.38
1991,Chehalis R,Chehalis R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,229.16,10675.81
1992,Chehalis R,Chehalis R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,825.48,5052.98
1992,Chehalis R,Chehalis R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,1031.65,6775.25
1990,Chilliwack R,Chilliwack R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,154.47,12976.71
1990,Chilliwack R,Chilliwack R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,382.89,8189.72
1992,Conuma R,Conuma R,Fall,NWVI,1BC Freshwater (MRP AREA FW)-S,FW,26.06,2649.82
1988,Eagle R,Eagle R,Fall,TOMF,1BC Freshwater (MRP AREA FW)-S,FW,7.74,117.82
1988,Eagle R,Salmon R/TOMF,Fall,TOMF,1BC Freshwater (MRP AREA FW)-S,FW,42.24,494.27
1988,Eagle R,Salmon R/TOMF,Fall,TOMF,1BC Freshwater (MRP AREA FW)-S,FW,21.33,522.63
1988,Eagle R,Salmon R/TOMF,Fall,TOMF,1BC Freshwater (MRP AREA FW)-S,FW,43.24,671.38
1988,Eagle R,Salmon R/TOMF,Fall,TOMF,1BC Freshwater (MRP AREA FW)-S,FW,21.1,553.36
1988,Horseshoe Bay,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,8.75,227.53
1989,Horseshoe Bay,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,6.47,59
1987,Inch Cr,Blaney Cr/LWFR,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,35.97,0
1987,Inch Cr,Inch Cr,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,16.34,37.49
1988,Inch Cr,Lagace Cr,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,26.53,42.95
1992,Inch Cr,Inch Cr,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,19.36,0
1990,Inch Cr,Stave R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,140.16,23.59
1991,Inch Cr,Stave R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,23.18,484
1991,Inch Cr,Stave R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,60.3,75.17
1992,Inch Cr,Stave R,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,21.09,67.3
1988,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,270.62,0
1988,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,522.96,0
1989,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,83.84,0
1989,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,85.44,0
1989,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,150.12,0
1989,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,175.68,0
1990,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,132.74,0
1990,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,62.96,0
1990,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,279.88,0
1989,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,40.54,0
1990,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,213.15,0
1990,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,23.05,0
1991,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,41.58,0
1991,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,47.88,0
1991,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,85.74,0
1991,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,27.77,0
1992,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,286.21,0
1992,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,412.74,0
1992,Kitimat R,Kitimat R,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,240.58,0
1991,Malaspina Coll,Chase R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,5.77,0
1991,Malaspina Coll,Chase R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,10.28,0
1988,Nanaimo R,Nanaimo R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,6.81,0
1991,Nanaimo R,Nanaimo R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,8.03,0
1992,Nanaimo R,Nanaimo R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,16.68,0
1992,Nanaimo R,Nanaimo R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,16.54,0
1990,Oldfield Cr,Diana Cr,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,5.17,0
1990,Oldfield Cr,Diana Cr,Fall,NCST,1BC Freshwater (MRP AREA FW)-S,FW,5.17,0
1991,P Hardy/Quatse,Quatse R,Fall,JNST,1BC Freshwater (MRP AREA FW)-S,FW,3.11,0
1992,P Hardy/Quatse,Quatse R,Fall,JNST,1BC Freshwater (MRP AREA FW)-S,FW,11.8,237.78
1989,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,16.52,21.66
1987,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,17.15,0
1988,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,60.27,89.92
1987,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,17.09,0
1989,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,32.76,21.48
1987,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,11.76,0
1987,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,56.67,8.61
1988,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,27.4,226.41
1987,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,55.01,0
1987,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,16.48,0
1987,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,16.63,0
1988,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,19.59,40.47
1987,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,13.58,0
1989,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,16.63,11.89
1988,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,16.58,2.08
1989,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,11.23,88.39
1988,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,17.51,11.01
1989,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,34.8,93.45
1988,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,68,11.97
1988,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,7.99,2.01
1989,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,15.88,25.58
1988,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,31.31,7.87
1988,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,67,8.41
1989,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,27.26,47.66
1988,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,8.03,0
1989,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,7.98,22.85
1989,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,34.02,238.21
1990,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,38.73,917.79
1989,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,10.41,49
1990,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,29.4,677.4
1990,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,22.17,14.12
1990,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,10.58,0
1990,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,10.52,16.45
1990,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,11.52,28.16
1989,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,15.02,114.18
1990,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,20.34,304.99
1990,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,9.37,553.68
1990,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,5.69,98.51
1990,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,5.78,79.01
1990,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,9.93,4.59
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,17.94,79.89
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,31.41,15.39
1992,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,10.91,4.01
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,8.5,172
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,6.22,0
1992,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,11.8,26.07
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,15.66,85.33
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,9.33,34.31
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,16.81,84.17
1990,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,9.66,22.57
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,10.66,270.89
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,22.26,277.24
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,33.56,296.97
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,9.86,8.43
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,86.24,1556.26
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,119.68,1570.63
1990,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,6.31,0
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,3.18,110.38
1990,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,5.75,1.22
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,6.36,93.4
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,21.34,14.64
1992,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,138.14,313.05
1991,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,34.08,31.17
1992,Pallant Cr,Pallant Cr,Fall,QCI,1BC Freshwater (MRP AREA FW)-S,FW,278.14,8955.17
1990,Powell R,Lang Cr,Summer,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,25.39,3368.72
1990,Powell R,Lang Cr,Summer,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,66.12,416.43
1991,Powell R,Lang Cr,Summer,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,666.05,3948
1988,Puntledge R,Puntledge R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,46.37,785.64
1988,Quinsam R,Quinsam R,Fall,JNST,1BC Freshwater (MRP AREA FW)-S,FW,231.5,7738.65
1989,Quinsam R,Quinsam R,Fall,JNST,1BC Freshwater (MRP AREA FW)-S,FW,14.12,438.3
1989,Quinsam R,Quinsam R,Fall,JNST,1BC Freshwater (MRP AREA FW)-S,FW,19.65,419.8
1990,Quinsam R,Quinsam R,Fall,JNST,1BC Freshwater (MRP AREA FW)-S,FW,138.09,3981.3
1990,Quinsam R,Quinsam R,Fall,JNST,1BC Freshwater (MRP AREA FW)-S,FW,137.24,4612.72
1989,Robertson Cr,Robertson Cr,Fall,SWVI,1BC Freshwater (MRP AREA FW)-S,FW,143.72,8375.01
1989,Robertson Cr,Robertson Cr,Fall,SWVI,1BC Freshwater (MRP AREA FW)-S,FW,322.69,8283.74
1990,Robertson Cr,Robertson Cr,Fall,SWVI,1BC Freshwater (MRP AREA FW)-S,FW,116.27,6183.99
1990,Robertson Cr,Robertson Cr,Fall,SWVI,1BC Freshwater (MRP AREA FW)-S,FW,40.11,4466.62
1990,Robertson Cr,Robertson Cr,Fall,SWVI,1BC Freshwater (MRP AREA FW)-S,FW,82.46,4977.73
1992,Sliammon R,Sliammon R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,6.3,0
1991,Snootli Cr,Thorsen Cr/CCST,Fall,CCST,1BC Freshwater (MRP AREA FW)-S,FW,53.14,0
1987,Tenderfoot Cr,Ashlu Cr,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,59.78,0
1988,Tenderfoot Cr,Ashlu Cr,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,39.08,65.58
1988,Tenderfoot Cr,Indian R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,10.65,0
1987,Tenderfoot Cr,Mamquam R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,26.66,0
1988,Tenderfoot Cr,Mamquam R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,214.61,45.05
1987,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,40.68,18.23
1987,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,20.39,198.55
1988,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,40.59,399.17
1989,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,11.25,0
1989,Tenderfoot Cr,Indian R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,284.64,0
1989,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,21.97,265.36
1989,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,45.88,614.45
1989,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,147.86,774.2
1990,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,122.38,1044.68
1991,Tenderfoot Cr,Ashlu Cr,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,80.16,11.68
1990,Tenderfoot Cr,Mamquam R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,18.15,0
1991,Tenderfoot Cr,Squamish R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,34.42,10.04
1990,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,45.8,134.18
1991,Tenderfoot Cr,Tenderfoot Cr,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,229.9,983.07
1992,Tenderfoot Cr,Ashlu Cr,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,17.96,33.69
1991,Tenderfoot Cr,Mamquam R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,45.69,6.22
1993,Tenderfoot Cr,Mamquam R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,16.78,0
1990,Terrace,Dry Cr/SKNA,Fall,SKNA,1BC Freshwater (MRP AREA FW)-S,FW,17.28,0
1990,Thompson R N,Dunn Cr,Fall,TOMF,1BC Freshwater (MRP AREA FW)-S,FW,3.25,396.38
1988,Toboggan Cr,Toboggan Cr,Summer,SKNA,1BC Freshwater (MRP AREA FW)-S,FW,32.12,0
1988,Toboggan Cr,Toboggan Cr,Summer,SKNA,1BC Freshwater (MRP AREA FW)-S,FW,18.4,0
1990,Toboggan Cr,Bulkley R+Toboggan,Summer,SKNA,1BC Freshwater (MRP AREA FW)-S,FW,9.9,0
1990,Toboggan Cr,Bulkley R+Toboggan,Summer,SKNA,1BC Freshwater (MRP AREA FW)-S,FW,9.04,0
1990,Toboggan Cr,Toboggan Cr,Summer,SKNA,1BC Freshwater (MRP AREA FW)-S,FW,5.62,146.29
1990,Toboggan Cr,Toboggan Cr,Summer,SKNA,1BC Freshwater (MRP AREA FW)-S,FW,17.97,117.03
1990,Toboggan Cr,Toboggan Cr,Summer,SKNA,1BC Freshwater (MRP AREA FW)-S,FW,17.96,204.8
1991,Toboggan Cr,Toboggan Cr,Summer,SKNA,1BC Freshwater (MRP AREA FW)-S,FW,5.19,290.05
1991,Toboggan Cr,Toboggan Cr,Summer,SKNA,1BC Freshwater (MRP AREA FW)-S,FW,18.02,197.75
1991,Toboggan Cr,Toboggan Cr,Summer,SKNA,1BC Freshwater (MRP AREA FW)-S,FW,5.19,421.92
1990,Vancouver Bay,Vancouver R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,5.17,0
1991,Wilson Cr/GSMN,Wilson Cr/GSMN,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,3.11,0
2000,Alouette R,Alouette R S,Fall,LWFR,1BC Freshwater (MRP AREA FW)-S,FW,70.74,0
1993,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,171.41,4920.89
1993,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,171.41,4579.96
1994,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,1454.64,10369.8
1994,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,809.8,16230.32
1995,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,163.11,3808.86
1995,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,157.39,3377.3
1996,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,235.82,3027.42
1996,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,309.14,2100.87
1996,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,271.17,755.75
1997,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,268.4,3640.81
1998,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,22.62,158.58
1998,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,81.14,603.3
1999,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,201.49,3698.07
1998,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,188.5,910.76
2000,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,1922.13,1970.85
2001,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,1694.81,5700.69
2002,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,1716.3,5387.76
2002,Big Qualicum R,Big Qualicum R,Fall,GSVI,1BC Freshwater (MRP AREA FW)-S,FW,46.65,197.96
1993,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,105.61,2955.24
1993,Capilano R,Capilano R,Fall,GSMN,1BC Freshwater (MRP AREA FW)-S,FW,104.66,1891.41
