Stock,Recovery Type,Year,Age 2,Age 3,Age 4,Age 5,Age 6,Total,% Age 2,% Age 3,% Age 4,% Age 5,% Age 6
Necleetsconnay R,Escapement,1993,,92,,194,,286,0,32.2,0,67.8,0
Necleetsconnay R,Escapement,1995,,,"1,324",109,,"1,433",0,0,92.4,7.6,0
Necleetsconnay R,Catch + Escapement,1984,,"2,122",,,,"2,122",0,100,0,0,0
Necleetsconnay R,Catch + Escapement,1985,,"2,926","6,706",,,"9,632",0,30.4,69.6,0,0
Necleetsconnay R,Catch + Escapement,1986,,"6,954","26,898",216,,"34,068",0,20.4,79,0.6,0
Necleetsconnay R,Catch + Escapement,1987,,562,"37,209","6,107",,"43,878",0,1.3,84.8,13.9,0
Necleetsconnay R,Catch + Escapement,1988,137,"2,310","18,151","10,422",443,"31,463",0.4,7.3,57.7,33.1,1.4
Necleetsconnay R,Catch + Escapement,1989,,"13,150","5,782","3,344",14,"22,290",0,59,25.9,15,0.1
Necleetsconnay R,Catch + Escapement,1990,,"1,074","16,251",465,77,"17,867",0,6,91,2.6,0.4
Necleetsconnay R,Catch + Escapement,1991,,"1,523","2,724","2,250",,"6,497",0,23.4,41.9,34.6,0
Necleetsconnay R,Catch + Escapement,1992,,,"3,978",154,,"4,132",0,0,96.3,3.7,0
Necleetsconnay R,Catch + Escapement,1993,,"1,584",,647,,"2,231",0,71,0,29,0
Necleetsconnay R,Catch + Escapement,1994,,"1,545","3,594",,36,"5,175",0,29.9,69.4,0,0.7
Necleetsconnay R,Catch + Escapement,1995,,,"11,860",570,,"12,430",0,0,95.4,4.6,0
Necleetsconnay R,Catch + Escapement,1996,,,,187,,187,0,0,0,100,0
Neekas R,Catch,1985,,"1,359",,,,"1,359",0,100,0,0,0
Neekas R,Catch,1986,,,"22,704",,,"22,704",0,0,100,0,0
Neekas R,Catch,1987,,,,"4,057",,"4,057",0,0,0,100,0
Neekas R,Catch + Escapement,1985,,"1,359",,,,"1,359",0,100,0,0,0
Neekas R,Catch + Escapement,1986,,,"22,704",,,"22,704",0,0,100,0,0
Neekas R,Catch + Escapement,1987,,,,"4,057",,"4,057",0,0,0,100,0
Neekas R,Catch,1985,,"1,359",,,,"1,359",0,100,0,0,0
Nimpkish R,Catch,1992,,94,,,,94,0,100,0,0,0
Nimpkish R,Catch,1993,,134,709,,,843,0,15.9,84.1,0,0
Nimpkish R,Catch,1994,,,79,,,79,0,0,100,0,0
Nimpkish R,Catch + Escapement,1992,,94,,,,94,0,100,0,0,0
Nimpkish R,Catch + Escapement,1993,,134,709,,,843,0,15.9,84.1,0,0
Nimpkish R,Catch + Escapement,1994,,,79,,,79,0,0,100,0,0
Nitinat R,Catch,1984,,"108,347","5,400",,,"113,747",0,95.3,4.7,0,0
Nitinat R,Catch,1985,,"20,619","1,037,718",860,,"1,059,197",0,1.9,98,0.1,0
Nitinat R,Catch,1986,,"13,185","105,944","152,078",,"271,207",0,4.9,39.1,56.1,0
Nitinat R,Catch,1987,,"160,191","84,281","12,261","2,580","259,313",0,61.8,32.5,4.7,1
Nitinat R,Catch,1988,,"34,930","1,176,327","23,670",967,"1,235,894",0,2.8,95.2,1.9,0.1
Nitinat R,Catch,1989,,"1,755","100,436","64,029",,"166,220",0,1.1,60.4,38.5,0
Nitinat R,Catch,1990,,"4,470","31,163","13,670",168,"49,471",0,9,63,27.6,0.3
Nitinat R,Catch,1991,,"23,483","88,536","71,714",,"183,733",0,12.8,48.2,39,0
Nitinat R,Catch,1992,,"7,859","196,087","13,758","2,737","220,441",0,3.6,89,6.2,1.2
Nitinat R,Catch,1993,,"17,917","278,960","59,273",458,"356,608",0,5,78.2,16.6,0.1
Nitinat R,Catch,1994,,"82,326","148,007","113,678","1,127","345,138",0,23.9,42.9,32.9,0.3
Nitinat R,Catch,1995,,"8,850","39,692","24,475","2,625","75,642",0,11.7,52.5,32.4,3.5
Nitinat R,Catch,1996,,"142,703","43,330","3,581","1,022","190,636",0,74.9,22.7,1.9,0.5
Nitinat R,Catch,1997,,"103,227","619,508","5,939",906,"729,580",0,14.1,84.9,0.8,0.1
Nitinat R,Catch,1998,,"66,657","419,124","82,524",129,"568,434",0,11.7,73.7,14.5,0
Nitinat R,Catch,1999,,"13,826","74,096","23,411","1,986","113,319",0,12.2,65.4,20.7,1.8
Nitinat R,Catch,2000,,"2,095","4,755",309,102,"7,261",0,28.9,65.5,4.3,1.4
Nitinat R,Catch,2001,,"58,968","157,072",906,294,"217,240",0,27.1,72.3,0.4,0.1
Nitinat R,Escapement,1983,,"4,705",,,,"4,705",0,100,0,0,0
Nitinat R,Escapement,1984,,"53,615","2,673",,,"56,288",0,95.3,4.7,0,0
Nitinat R,Escapement,1985,,"17,401","540,640",65,,"558,106",0,3.1,96.9,0,0
Nitinat R,Escapement,1986,,"11,236","44,975","47,886",,"104,097",0,10.8,43.2,46,0
Nitinat R,Escapement,1987,,"28,457","11,874","1,437",911,"42,679",0,66.7,27.8,3.4,2.1
Nitinat R,Escapement,1988,,"11,550","160,326",656,,"172,532",0,6.7,92.9,0.4,0
Nitinat R,Escapement,1989,,"1,224","131,098","20,735",,"153,057",0,0.8,85.7,13.5,0
Nitinat R,Escapement,1990,,"19,352","111,554","49,741",556,"181,203",0,10.7,61.6,27.5,0.3
Nitinat R,Escapement,1991,,"9,032","81,641","29,315",,"119,988",0,7.5,68,24.4,0
Nitinat R,Escapement,1992,,"1,336","31,678","1,719",789,"35,522",0,3.8,89.2,4.8,2.2
Nitinat R,Escapement,1993,,"3,710","112,100","26,483",,"142,293",0,2.6,78.8,18.6,0
Nitinat R,Escapement,1994,,"8,050","24,931","20,154",236,"53,371",0,15.1,46.7,37.8,0.4
Nitinat R,Escapement,1995,,"6,709","11,690","7,490",769,"26,658",0,25.2,43.9,28.1,2.9
Nitinat R,Escapement,1996,,"69,898","44,396","1,629",582,"116,505",0,60,38.1,1.4,0.5
Nitinat R,Escapement,1997,,"20,444","253,966","6,083",,"280,493",0,7.3,90.5,2.2,0
Nitinat R,Escapement,1998,,"7,824","63,877","19,316",,"91,017",0,8.6,70.2,21.2,0
Nitinat R,Escapement,1999,,"12,544","61,423","16,304","1,142","91,413",0,13.7,67.2,17.8,1.2
Nitinat R,Escapement,2000,,"4,198","9,569",910,300,"14,977",0,28,63.9,6.1,2
Nitinat R,Escapement,2001,,"30,349","169,133","3,147","1,699","204,328",0,14.9,82.8,1.5,0.8
Nitinat R,Catch + Escapement,1983,,"4,705",,,,"4,705",0,100,0,0,0
Nitinat R,Catch + Escapement,1984,,"161,962","8,073",,,"170,035",0,95.3,4.7,0,0
Nitinat R,Catch + Escapement,1985,,"38,020","1,578,358",925,,"1,617,303",0,2.4,97.6,0.1,0
Nitinat R,Catch + Escapement,1986,,"24,421","150,919","199,964",,"375,304",0,6.5,40.2,53.3,0
Nitinat R,Catch + Escapement,1987,,"188,648","96,155","13,698","3,491","301,992",0,62.5,31.8,4.5,1.2
Nitinat R,Catch + Escapement,1988,,"46,480","1,336,653","24,326",967,"1,408,426",0,3.3,94.9,1.7,0.1
Nitinat R,Catch + Escapement,1989,,"2,979","231,534","84,764",,"319,277",0,0.9,72.5,26.5,0
Nitinat R,Catch + Escapement,1990,,"23,823","142,717","63,411",724,"230,675",0,10.3,61.9,27.5,0.3
Nitinat R,Catch + Escapement,1991,,"32,515","170,178","101,029",,"303,722",0,10.7,56,33.3,0
Nitinat R,Catch + Escapement,1992,,"9,195","227,765","15,478","3,526","255,964",0,3.6,89,6,1.4
Nitinat R,Catch + Escapement,1993,,"21,627","391,060","85,757",458,"498,902",0,4.3,78.4,17.2,0.1
Nitinat R,Catch + Escapement,1994,,"90,376","172,938","133,832","1,364","398,510",0,22.7,43.4,33.6,0.3
Nitinat R,Catch + Escapement,1995,,"15,559","51,382","31,965","3,394","102,300",0,15.2,50.2,31.2,3.3
Nitinat R,Catch + Escapement,1996,,"212,601","87,726","5,210","1,604","307,141",0,69.2,28.6,1.7,0.5
Nitinat R,Catch + Escapement,1997,,"123,671","873,474","12,022",906,"1,010,073",0,12.2,86.5,1.2,0.1
Nitinat R,Catch + Escapement,1998,,"74,480","483,001","101,840",129,"659,450",0,11.3,73.2,15.4,0
Nitinat R,Catch + Escapement,1999,,"26,370","135,520","39,715","3,127","204,732",0,12.9,66.2,19.4,1.5
Nitinat R,Catch + Escapement,2000,,"6,293","14,323","1,219",402,"22,237",0,28.3,64.4,5.5,1.8
Nitinat R,Catch + Escapement,2001,,"89,318","326,206","4,053","1,994","421,571",0,21.2,77.4,1,0.5
Noohalk Cr,Catch,1983,,"1,367",,,,"1,367",0,100,0,0,0
Noohalk Cr,Catch,1984,,,"1,144",30,,"1,174",0,0,97.4,2.6,0
Noohalk Cr,Catch,1985,,,,236,,236,0,0,0,100,0
Noohalk Cr,Escapement,1983,,520,,,,520,0,100,0,0,0
Noohalk Cr,Escapement,1984,,,"4,632",178,,"4,810",0,0,96.3,3.7,0
Noohalk Cr,Escapement,1985,,,,21,,21,0,0,0,100,0
Noohalk Cr,Catch + Escapement,1983,,"1,887",,,,"1,887",0,100,0,0,0
Noohalk Cr,Catch + Escapement,1984,,,"5,776",208,,"5,984",0,0,96.5,3.5,0
Noohalk Cr,Catch + Escapement,1985,,,,257,,257,0,0,0,100,0
Oona R,Catch,2012,,,45,,,45,0,0,100,0,0
Oona R,Catch,2013,,,,7,,7,0,0,0,100,0
Oona R,Catch + Escapement,2012,,,45,,,45,0,0,100,0,0
Oona R,Catch + Escapement,2013,,,,7,,7,0,0,0,100,0
Orford R ,Catch,1995,,79,,,,79,0,100,0,0,0
Orford R,Catch,1996,,48,153,,,201,0,23.9,76.1,0,0
Orford R,Catch,1997,,,"5,881",91,,"5,972",0,0,98.5,1.5,0
Orford R,Catch,1998,,,,135,,135,0,0,0,100,0
Orford R,Catch,1999,,,,,45,45,0,0,0,0,100
Orford R,Catch + Escapement,1995,,79,,,,79,0,100,0,0,0
Orford R,Catch + Escapement,1996,,48,153,,,201,0,23.9,76.1,0,0
Orford R,Catch + Escapement,1997,,,"5,881",91,,"5,972",0,0,98.5,1.5,0
Orford R,Catch + Escapement,1998,,,,135,,135,0,0,0,100,0
Orford R,Catch + Escapement,1999,,,,,45,45,0,0,0,0,100
Pallant Cr,Catch,1981,,148,,,,148,0,100,0,0,0
Pallant Cr,Catch,1982,,76,391,,,467,0,16.3,83.7,0,0
Pallant Cr,Catch,1984,,"20,125","13,491",25,,"33,641",0,59.8,40.1,0.1,0
Pallant Cr,Catch,1985,,"6,344","43,365",514,,"50,223",0,12.6,86.3,1,0
Pallant Cr,Catch,1986,,"4,744","14,832","1,300",,"20,876",0,22.7,71,6.2,0
Pallant Cr,Catch,1987,,"10,924","26,585","6,613",413,"44,535",0,24.5,59.7,14.8,0.9
Pallant Cr,Catch,1988,,"3,174","71,383","3,638",298,"78,493",0,4,90.9,4.6,0.4
Pallant Cr,Catch,1989,,"2,603","7,915","2,821",,"13,339",0,19.5,59.3,21.1,0
Pallant Cr,Catch,1990,,"4,013","27,948","4,938",,"36,899",0,10.9,75.7,13.4,0
Pallant Cr,Catch,1991,,"12,038","30,436","6,570",,"49,044",0,24.5,62.1,13.4,0
Pallant Cr,Catch,1992,,978,"111,325","10,057",65,"122,425",0,0.8,90.9,8.2,0.1
Pallant Cr,Catch,1993,,"3,469","14,960","8,482",,"26,911",0,12.9,55.6,31.5,0
Pallant Cr,Catch,1994,,"2,680","32,776","1,580",,"37,036",0,7.2,88.5,4.3,0
Pallant Cr,Catch,1995,,"1,457",705,"3,337",123,"5,622",0,25.9,12.5,59.4,2.2
Pallant Cr,Catch,1996,,"15,447","29,031",480,,"44,958",0,34.4,64.6,1.1,0
Pallant Cr,Catch,1997,,"4,956","19,169",903,,"25,028",0,19.8,76.6,3.6,0
Pallant Cr,Catch,1998,,"12,568","33,735","3,375",,"49,678",0,25.3,67.9,6.8,0
Pallant Cr,Catch,1999,,"11,703","40,002","3,230",,"54,935",0,21.3,72.8,5.9,0
Pallant Cr,Catch,2000,,,"33,492","2,344",,"35,836",0,0,93.5,6.5,0
Pallant Cr,Catch,2001,,,"2,918",2,,"2,920",0,0,99.9,0.1,0
Pallant Cr,Catch,2002,,,,"8,720",,"8,720",0,0,0,100,0
Pallant Cr,Escapement,1981,,816,,,,816,0,100,0,0,0
Pallant Cr,Escapement,1982,,397,"2,095",,,"2,492",0,15.9,84.1,0,0
Pallant Cr,Escapement,1983,,"15,055","1,051",199,,"16,305",0,92.3,6.4,1.2,0
Pallant Cr,Escapement,1984,,"32,674","15,248",72,,"47,994",0,68.1,31.8,0.2,0
Pallant Cr,Escapement,1985,,"4,394","25,769",27,,"30,190",0,14.6,85.4,0.1,0
Pallant Cr,Escapement,1986,,"2,691","24,344","7,121",,"34,156",0,7.9,71.3,20.8,0
Pallant Cr,Escapement,1987,,"10,402","10,911","3,342",,"24,655",0,42.2,44.3,13.6,0
Pallant Cr,Escapement,1988,,307,"22,496","1,360",163,"24,326",0,1.3,92.5,5.6,0.7
Pallant Cr,Escapement,1989,,"3,391","18,418","4,544",39,"26,392",0,12.8,69.8,17.2,0.1
Pallant Cr,Escapement,1990,,"3,480","27,778","4,660",128,"36,046",0,9.7,77.1,12.9,0.4
Pallant Cr,Escapement,1991,,"7,786","15,170","2,581",,"25,537",0,30.5,59.4,10.1,0
Pallant Cr,Escapement,1992,,"1,042","31,747","4,886",138,"37,813",0,2.8,84,12.9,0.4
Pallant Cr,Escapement,1993,,"4,178","12,457","4,087",57,"20,779",0,20.1,59.9,19.7,0.3
Pallant Cr,Escapement,1994,,"4,535","20,639","1,333",,"26,507",0,17.1,77.9,5,0
Pallant Cr,Escapement,1995,,"14,950","7,588","10,865",,"33,403",0,44.8,22.7,32.5,0
Pallant Cr,Escapement,1996,,"12,050","12,297",88,102,"24,537",0,49.1,50.1,0.4,0.4
Pallant Cr,Escapement,1997,,"6,734","18,339",436,,"25,509",0,26.4,71.9,1.7,0
Pallant Cr,Catch + Escapement,1981,,964,,,,964,0,100,0,0,0
Pallant Cr,Catch + Escapement,1982,,473,"2,486",,,"2,959",0,16,84,0,0
Pallant Cr,Catch + Escapement,1983,,"15,055","1,051",199,,"16,305",0,92.3,6.4,1.2,0
Pallant Cr,Catch + Escapement,1984,,"52,799","28,739",97,,"81,635",0,64.7,35.2,0.1,0
Pallant Cr,Catch + Escapement,1985,,"10,738","69,134",541,,"80,413",0,13.4,86,0.7,0
Pallant Cr,Catch + Escapement,1986,,"7,435","39,176","8,421",,"55,032",0,13.5,71.2,15.3,0
Pallant Cr,Catch + Escapement,1987,,"21,326","37,496","9,955",413,"69,190",0,30.8,54.2,14.4,0.6
Pallant Cr,Catch + Escapement,1988,,"3,481","93,879","4,998",461,"102,819",0,3.4,91.3,4.9,0.4
Pallant Cr,Catch + Escapement,1989,,"5,994","26,333","7,365",39,"39,731",0,15.1,66.3,18.5,0.1
Pallant Cr,Catch + Escapement,1990,,"7,494","55,726","9,599",128,"72,947",0,10.3,76.4,13.2,0.2
Pallant Cr,Catch + Escapement,1991,,"19,824","45,606","9,151",,"74,581",0,26.6,61.1,12.3,0
Pallant Cr,Catch + Escapement,1992,,"2,020","143,072","14,943",202,"160,237",0,1.3,89.3,9.3,0.1
Pallant Cr,Catch + Escapement,1993,,"7,647","27,416","12,569",57,"47,689",0,16,57.5,26.4,0.1
Pallant Cr,Catch + Escapement,1994,,"7,214","53,415","2,913",,"63,542",0,11.4,84.1,4.6,0
Pallant Cr,Catch + Escapement,1995,,"16,407","8,292","14,202",123,"39,024",0,42,21.2,36.4,0.3
Pallant Cr,Catch + Escapement,1996,,"27,497","41,328",568,102,"69,495",0,39.6,59.5,0.8,0.1
Pallant Cr,Catch + Escapement,1997,,"11,690","37,508","1,340",,"50,538",0,23.1,74.2,2.7,0
Pallant Cr,Catch + Escapement,1998,,"12,568","33,735","3,375",,"49,678",0,25.3,67.9,6.8,0
Pallant Cr,Catch + Escapement,1999,,"11,703","40,002","3,230",,"54,935",0,21.3,72.8,5.9,0
Pallant Cr,Catch + Escapement,2000,,,"33,492","2,344",,"35,836",0,0,93.5,6.5,0
Pallant Cr,Catch + Escapement,2001,,,"2,918",2,,"2,920",0,0,99.9,0.1,0
Pallant Cr,Catch + Escapement,2002,,,,"8,720",,"8,720",0,0,0,100,0
Paradise Ch Up,Catch,1997,,10,,,,10,0,100,0,0,0
Paradise Ch Up,Catch,1998,,"1,395","4,674",,,"6,069",0,23,77,0,0
Paradise Ch Up,Catch,1999,,,406,53,,459,0,0,88.5,11.5,0
Paradise Ch Up,Catch,2000,,,,79,,79,0,0,0,100,0
Paradise Ch Up,Catch + Escapement,1997,,10,,,,10,0,100,0,0,0
Paradise Ch Up,Catch + Escapement,1998,,"1,395","4,674",,,"6,069",0,23,77,0,0
Paradise Ch Up,Catch + Escapement,1999,,,406,53,,459,0,0,88.5,11.5,0
Paradise Ch Up,Catch + Escapement,2000,,,,79,,79,0,0,0,100,0
Puntledge R,Catch,1982,,"4,757",,,,"4,757",0,100,0,0,0
Puntledge R,Catch,1983,,"1,024","6,249",,,"7,273",0,14.1,85.9,0,0
Puntledge R,Catch,1984,,"13,609","2,359",801,,"16,769",0,81.2,14.1,4.8,0
Puntledge R,Catch,1985,,"28,626","27,722",,,"56,348",0,50.8,49.2,0,0
Puntledge R,Catch,1986,,"9,120","76,735","1,889",,"87,744",0,10.4,87.5,2.2,0
Puntledge R,Catch,1987,,394,"65,005","8,263",,"73,662",0,0.5,88.2,11.2,0
Puntledge R,Catch,1988,,"1,829","8,193","7,060",405,"17,487",0,10.5,46.9,40.4,2.3
Puntledge R,Catch,1989,,27,"9,736","1,021",446,"11,230",0,0.2,86.7,9.1,4
Puntledge R,Catch,1990,,420,"23,279","1,283",,"24,982",0,1.7,93.2,5.1,0
Puntledge R,Catch,1991,,"2,073","24,633","18,753",,"45,459",0,4.6,54.2,41.3,0
Puntledge R,Catch,1992,,"1,199","14,769","2,822",303,"19,093",0,6.3,77.4,14.8,1.6
Puntledge R,Catch,1993,,"4,985","28,427","7,294",1,"40,707",0,12.2,69.8,17.9,0
Puntledge R,Catch,1994,,"1,899","20,447","5,455",51,"27,852",0,6.8,73.4,19.6,0.2
Puntledge R,Catch,1995,,768,"2,233","1,024",,"4,025",0,19.1,55.5,25.4,0
Puntledge R,Catch,1997,,505,197,,,702,0,71.9,28.1,0,0
Puntledge R,Catch,1998,,"6,081","31,972","2,816",,"40,869",0,14.9,78.2,6.9,0
Puntledge R,Catch,1999,,71,913,60,,"1,044",0,6.8,87.5,5.7,0
Puntledge R,Catch,2000,,450,"2,105",428,,"2,983",0,15.1,70.6,14.3,0
Puntledge R,Catch,2001,,,"2,769",,,"2,769",0,0,100,0,0
Puntledge R,Catch,2002,,,,"1,756",,"1,756",0,0,0,100,0
Puntledge R,Escapement,1982,,"3,189",,,,"3,189",0,100,0,0,0
Puntledge R,Escapement,1983,,"1,811","8,755",,,"10,566",0,17.1,82.9,0,0
Puntledge R,Escapement,1984,,"15,618","1,705",383,,"17,706",0,88.2,9.6,2.2,0
Puntledge R,Escapement,1985,,"7,759","16,770",,,"24,529",0,31.6,68.4,0,0
Puntledge R,Escapement,1986,,"4,470","37,623",926,,"43,019",0,10.4,87.5,2.2,0
Puntledge R,Escapement,1987,,200,"33,031","4,200",,"37,431",0,0.5,88.2,11.2,0
Puntledge R,Escapement,1988,,"2,128","4,497","3,863",,"10,488",0,20.3,42.9,36.8,0
Puntledge R,Escapement,1989,,412,"8,203",926,,"9,541",0,4.3,86,9.7,0
Puntledge R,Escapement,1990,,1,"21,446","1,273",,"22,720",0,0,94.4,5.6,0
Puntledge R,Escapement,1991,,,"3,905",807,,"4,712",0,0,82.9,17.1,0
Puntledge R,Escapement,1992,,23,"14,995",648,,"15,666",0,0.1,95.7,4.1,0
Puntledge R,Escapement,1993,,67,"3,481","2,393",,"5,941",0,1.1,58.6,40.3,0
Puntledge R,Escapement,1994,,250,"20,942",52,,"21,244",0,1.2,98.6,0.2,0
Puntledge R,Escapement,1995,,"2,659","6,856","2,944",,"12,459",0,21.3,55,23.6,0
Puntledge R,Escapement,1996,,"1,574","2,788",384,,"4,746",0,33.2,58.7,8.1,0
Puntledge R,Escapement,1997,,"2,215","16,550",,,"18,765",0,11.8,88.2,0,0
Puntledge R,Escapement,1998,,"1,189","21,091","1,407",,"23,687",0,5,89,5.9,0
Puntledge R,Escapement,1999,,"2,029","10,447","1,711",,"14,187",0,14.3,73.6,12.1,0
Puntledge R,Escapement,2000,,,"4,817",,,"4,817",0,0,100,0,0
Puntledge R,Escapement,2001,,,"2,361",,,"2,361",0,0,100,0,0
Puntledge R,Catch + Escapement,1982,,"7,946",,,,"7,946",0,100,0,0,0
Puntledge R,Catch + Escapement,1983,,"2,835","15,004",,,"17,839",0,15.9,84.1,0,0
Puntledge R,Catch + Escapement,1984,,"29,227","4,064","1,184",,"34,475",0,84.8,11.8,3.4,0
Puntledge R,Catch + Escapement,1985,,"36,385","44,492",,,"80,877",0,45,55,0,0
Puntledge R,Catch + Escapement,1986,,"13,590","114,358","2,815",,"130,763",0,10.4,87.5,2.2,0
Puntledge R,Catch + Escapement,1987,,594,"98,036","12,463",,"111,093",0,0.5,88.2,11.2,0
Puntledge R,Catch + Escapement,1988,,"3,957","12,690","10,923",405,"27,975",0,14.1,45.4,39,1.4
Puntledge R,Catch + Escapement,1989,,439,"17,939","1,947",446,"20,771",0,2.1,86.4,9.4,2.1
Puntledge R,Catch + Escapement,1990,,421,"44,725","2,556",,"47,702",0,0.9,93.8,5.4,0
Puntledge R,Catch + Escapement,1991,,"2,073","28,538","19,560",,"50,171",0,4.1,56.9,39,0
Puntledge R,Catch + Escapement,1992,,"1,223","29,764","3,470",303,"34,760",0,3.5,85.6,10,0.9
Puntledge R,Catch + Escapement,1993,,"5,052","31,908","9,687",1,"46,648",0,10.8,68.4,20.8,0
Puntledge R,Catch + Escapement,1994,,"2,149","41,389","5,507",51,"49,096",0,4.4,84.3,11.2,0.1
Puntledge R,Catch + Escapement,1995,,"3,426","9,089","3,968",,"16,483",0,20.8,55.1,24.1,0
Puntledge R,Catch + Escapement,1996,,"1,574","2,788",384,,"4,746",0,33.2,58.7,8.1,0
Puntledge R,Catch + Escapement,1997,,"2,720","16,746",,,"19,466",0,14,86,0,0
Puntledge R,Catch + Escapement,1998,,"7,270","53,064","4,223",,"64,557",0,11.3,82.2,6.5,0
Puntledge R,Catch + Escapement,1999,,"2,100","11,360","1,772",,"15,232",0,13.8,74.6,11.6,0
Puntledge R,Catch + Escapement,2000,,450,"6,922",428,,"7,800",0,5.8,88.7,5.5,0
Puntledge R,Catch + Escapement,2001,,,"5,130",,,"5,130",0,0,100,0,0
Puntledge R,Catch + Escapement,2002,,,,"1,756",,"1,756",0,0,0,100,0
Saloompt R,Catch,1982,,"1,236",,,,"1,236",0,100,0,0,0
Saloompt R,Catch,1983,,"2,592","4,430",,,"7,022",0,36.9,63.1,0,0
Saloompt R,Catch,1984,,"1,850","2,193",22,,"4,065",0,45.5,53.9,0.5,0
Saloompt R,Catch,1985,,"5,052","5,104",589,,"10,745",0,47,47.5,5.5,0
Saloompt R,Catch,1986,,"4,698","56,524",190,,"61,412",0,7.6,92,0.3,0
Saloompt R,Catch,1987,,"12,113","25,562","13,179",,"50,854",0,23.8,50.3,25.9,0
Saloompt R,Catch,1988,,"11,041","97,884","7,688","1,020","117,633",0,9.4,83.2,6.5,0.9
Saloompt R,Catch,1989,,"9,535","14,237","5,151",,"28,923",0,33,49.2,17.8,0
Saloompt R,Catch,1990,,"1,440","22,047","1,577",204,"25,268",0,5.7,87.3,6.2,0.8
Saloompt R,Catch,1991,,840,"4,859","2,579",,"8,278",0,10.1,58.7,31.2,0
Saloompt R,Catch,1992,,"1,443","5,795",396,,"7,634",0,18.9,75.9,5.2,0
Saloompt R,Catch,1993,,"3,112","3,610",786,39,"7,547",0,41.2,47.8,10.4,0.5
Saloompt R,Catch,1994,,"3,833","10,253","1,051",47,"15,184",0,25.2,67.5,6.9,0.3
Saloompt R,Catch,1995,,"10,805","25,982","1,316",36,"38,139",0,28.3,68.1,3.5,0.1
Saloompt R,Catch,1996,,"4,488","6,402",462,,"11,352",0,39.5,56.4,4.1,0
Saloompt R,Catch,1997,,"9,402","5,911",27,,"15,340",0,61.3,38.5,0.2,0
Saloompt R,Catch,1998,,"1,889","22,233","1,171",,"25,293",0,7.5,87.9,4.6,0
Saloompt R,Catch,1999,,839,"2,707","1,204",,"4,750",0,17.7,57,25.3,0
Saloompt R,Catch,2000,,519,"3,379",197,,"4,095",0,12.7,82.5,4.8,0
Saloompt R,Catch,2001,,"7,643","19,481","1,233",,"28,357",0,27,68.7,4.3,0
Saloompt R,Catch,2002,,"10,939","12,826","3,298",51,"27,114",0,40.3,47.3,12.2,0.2
Saloompt R,Catch,2003,,"10,937","36,067","1,277",262,"48,543",0,22.5,74.3,2.6,0.5
Saloompt R,Catch,2004,,"7,216","62,232","8,747",,"78,195",0,9.2,79.6,11.2,0
Saloompt R,Catch,2005,,"2,716","8,464",668,,"11,848",0,22.9,71.4,5.6,0
Saloompt R,Catch,2006,,"3,695","22,018",849,,"26,562",0,13.9,82.9,3.2,0
Saloompt R,Catch,2007,,,"10,971","1,284",,"12,255",0,0,89.5,10.5,0
Saloompt R,Catch,2008,,,,274,,274,0,0,0,100,0
Saloompt R,Catch,2009,,118,"1,461",,,"1,579",0,7.5,92.5,0,0
Saloompt R,Catch,2011,,,"2,856",,,"2,856",0,0,100,0,0
Saloompt R,Catch,2012,,"6,275","1,982","2,604",,"10,861",0,57.8,18.2,24,0
Saloompt R,Catch,2013,,"2,098","20,006","1,435",57,"23,596",0,8.9,84.8,6.1,0.2
Saloompt R,Catch,2014,,"2,063","3,148",412,,"5,623",0,36.7,56,7.3,0
Saloompt R,Catch,2015,,"2,041","32,699",584,,"35,324",0,5.8,92.6,1.7,0
Saloompt R,Catch,2016,,"5,909","5,909","1,083",,"12,901",0,45.8,45.8,8.4,0
Saloompt R,Catch,2017,,"2,358","9,233",740,,"12,331",0,19.1,74.9,6,0
Saloompt R,Catch,2018,,"14,743","8,140",548,,"23,431",0,62.9,34.7,2.3,0
Saloompt R,Escapement,1982,,625,,,,625,0,100,0,0,0
Saloompt R,Escapement,1983,,86,"2,895",,,"2,981",0,2.9,97.1,0,0
Saloompt R,Escapement,1984,,185,"9,685",417,,"10,287",0,1.8,94.1,4.1,0
Saloompt R,Escapement,1985,,"1,684","1,070",57,,"2,811",0,59.9,38.1,2,0
Saloompt R,Escapement,1986,,62,"5,371",,,"5,433",0,1.1,98.9,0,0
Saloompt R,Escapement,1987,,346,989,874,,"2,209",0,15.7,44.8,39.6,0
Saloompt R,Escapement,1988,,131,"6,975",261,,"7,367",0,1.8,94.7,3.5,0
Saloompt R,Escapement,1989,,954,"3,012","1,440",,"5,406",0,17.6,55.7,26.6,0
Saloompt R,Escapement,1990,,59,"1,826",361,,"2,246",0,2.6,81.3,16.1,0
Saloompt R,Escapement,1991,,477,635,164,,"1,276",0,37.4,49.8,12.9,0
Saloompt R,Escapement,1992,,889,"4,744",186,49,"5,868",0,15.1,80.8,3.2,0.8
Saloompt R,Escapement,1993,,291,"2,685",595,,"3,571",0,8.1,75.2,16.7,0
Saloompt R,Escapement,1994,,589,"2,749",320,,"3,658",0,16.1,75.2,8.7,0
Saloompt R,Escapement,1995,,993,"3,253",212,17,"4,475",0,22.2,72.7,4.7,0.4
Saloompt R,Escapement,1996,,116,"3,533",271,,"3,920",0,3,90.1,6.9,0
Saloompt R,Escapement,1997,,649,"3,143",88,,"3,880",0,16.7,81,2.3,0
Saloompt R,Escapement,1998,,463,"5,178",532,,"6,173",0,7.5,83.9,8.6,0
